location,summer_inten_max,predicted_change,lower_bound,upper_bound
Jurien,4.796824754,-19.5076679,-33.82415186,-11.55538199
Jurien,4.801392655,-19.54021133,-33.87882458,-11.57506374
Jurien,4.805960557,-19.57275477,-33.9334973,-11.59474549
Jurien,4.810528458,-19.6052982,-33.98817003,-11.61442724
Jurien,4.81509636,-19.63784164,-34.04284275,-11.63410899
Jurien,4.819664261,-19.67038507,-34.09751547,-11.65379074
Jurien,4.824232163,-19.70292851,-34.15218819,-11.67347249
Jurien,4.828800064,-19.73547194,-34.20686092,-11.69315424
Jurien,4.833367965,-19.76801538,-34.26153364,-11.71283599
Jurien,4.837935867,-19.80055881,-34.31620636,-11.73251774
Jurien,4.842503768,-19.83310225,-34.37087909,-11.75219949
Jurien,4.84707167,-19.86564568,-34.42555181,-11.77188124
Jurien,4.851639571,-19.89818912,-34.48022453,-11.79156299
Jurien,4.856207472,-19.93073255,-34.53489725,-11.81124474
Jurien,4.860775374,-19.96327599,-34.58956998,-11.83092649
Jurien,4.865343275,-19.99581943,-34.6442427,-11.85060824
Jurien,4.869911177,-20.02836286,-34.69891542,-11.87028999
Jurien,4.874479078,-20.0609063,-34.75358814,-11.88997174
Jurien,4.879046979,-20.09344973,-34.80826087,-11.90965349
Jurien,4.883614881,-20.12599317,-34.86293359,-11.92933524
Jurien,4.888182782,-20.1585366,-34.91760631,-11.94901699
Jurien,4.892750684,-20.19108004,-34.97227903,-11.96869874
Jurien,4.897318585,-20.22362347,-35.02695176,-11.98838049
Jurien,4.901886487,-20.25616691,-35.08162448,-12.00806224
Jurien,4.906454388,-20.28871034,-35.1362972,-12.02774399
Jurien,4.911022289,-20.32125378,-35.19096992,-12.04742574
Jurien,4.915590191,-20.35379721,-35.24564265,-12.06710749
Jurien,4.920158092,-20.38634065,-35.30031537,-12.08678924
Jurien,4.924725994,-20.41888408,-35.35498809,-12.10655875
Jurien,4.929293895,-20.45142752,-35.40966082,-12.12633066
Jurien,4.933861796,-20.48397095,-35.46433354,-12.14610257
Jurien,4.938429698,-20.51651439,-35.51900626,-12.16587448
Jurien,4.942997599,-20.54905783,-35.57367898,-12.18881211
Jurien,4.947565501,-20.58160126,-35.62835171,-12.21224363
Jurien,4.952133402,-20.6141447,-35.68302443,-12.23567514
Jurien,4.956701304,-20.64668813,-35.73769715,-12.25910666
Jurien,4.961269205,-20.67923157,-35.79236987,-12.27841077
Jurien,4.965837106,-20.711775,-35.8470426,-12.29679953
Jurien,4.970405008,-20.74431844,-35.90171532,-12.31518829
Jurien,4.974972909,-20.77686187,-35.95638804,-12.33357705
Jurien,4.979540811,-20.80940531,-36.01106076,-12.35205882
Jurien,4.984108712,-20.84194874,-36.06573349,-12.37078575
Jurien,4.988676613,-20.87449218,-36.12040621,-12.39474525
Jurien,4.993244515,-20.90703561,-36.17507893,-12.41870476
Jurien,4.997812416,-20.93957905,-36.22975165,-12.44266426
Jurien,5.002380318,-20.97212248,-36.28442438,-12.46472154
Jurien,5.006948219,-21.00466592,-36.3390971,-12.48454559
Jurien,5.01151612,-21.03720935,-36.39376982,-12.5043699
Jurien,5.016084022,-21.06975279,-36.44844255,-12.52422695
Jurien,5.020651923,-21.10229622,-36.50311527,-12.544084
Jurien,5.025219825,-21.13483966,-36.55778799,-12.56394105
Jurien,5.029787726,-21.1673831,-36.61246071,-12.58379809
Jurien,5.034355628,-21.19992653,-36.66713344,-12.60365514
Jurien,5.038923529,-21.23246997,-36.72180616,-12.62351219
Jurien,5.04349143,-21.2650134,-36.77647888,-12.64336924
Jurien,5.048059332,-21.29755684,-36.8311516,-12.66322629
Jurien,5.052627233,-21.33010027,-36.88582433,-12.68308333
Jurien,5.057195135,-21.36264371,-36.94049705,-12.70294038
Jurien,5.061763036,-21.39518714,-36.99516977,-12.72279743
Jurien,5.066330937,-21.42773058,-37.04984249,-12.74265448
Jurien,5.070898839,-21.46027401,-37.10451522,-12.76251152
Jurien,5.07546674,-21.49281745,-37.15918794,-12.78236857
Jurien,5.080034642,-21.52536088,-37.21386066,-12.80222562
Jurien,5.084602543,-21.55790432,-37.26853338,-12.82208267
Jurien,5.089170444,-21.59044775,-37.32320611,-12.84193972
Jurien,5.093738346,-21.62299119,-37.37787883,-12.86179676
Jurien,5.098306247,-21.65553462,-37.43255155,-12.88165381
Jurien,5.102874149,-21.68807806,-37.48722428,-12.90151086
Jurien,5.10744205,-21.72062149,-37.541897,-12.92136791
Jurien,5.112009952,-21.75316493,-37.59656972,-12.94122495
Jurien,5.116577853,-21.78570837,-37.65124244,-12.961082
Jurien,5.121145754,-21.8182518,-37.70591517,-12.98093905
Jurien,5.125713656,-21.85079524,-37.76058789,-13.0007961
Jurien,5.130281557,-21.88333867,-37.81526061,-13.02065315
Jurien,5.134849459,-21.91588211,-37.86993333,-13.04051019
Jurien,5.13941736,-21.94842554,-37.92460606,-13.06036724
Jurien,5.143985261,-21.98096898,-37.97927878,-13.08022429
Jurien,5.148553163,-22.01351241,-38.0339515,-13.10008134
Jurien,5.153121064,-22.04605585,-38.08862422,-13.11993838
Jurien,5.157688966,-22.07859928,-38.14329695,-13.13979543
Jurien,5.162256867,-22.11114272,-38.19796967,-13.15965248
Jurien,5.166824768,-22.14368615,-38.25264239,-13.17950953
Jurien,5.17139267,-22.17622959,-38.30731511,-13.19936658
Jurien,5.175960571,-22.20877302,-38.36198784,-13.21922362
Jurien,5.180528473,-22.24131646,-38.41666056,-13.23908067
Jurien,5.185096374,-22.27385989,-38.47133328,-13.25893772
Jurien,5.189664276,-22.30640333,-38.52600601,-13.27879477
Jurien,5.194232177,-22.33894677,-38.58067873,-13.29865181
Jurien,5.198800078,-22.3714902,-38.63535145,-13.31850886
Jurien,5.20336798,-22.40403364,-38.69002417,-13.33836591
Jurien,5.207935881,-22.43657707,-38.7446969,-13.35822296
Jurien,5.212503783,-22.46912051,-38.79936962,-13.37808001
Jurien,5.217071684,-22.50166394,-38.85404234,-13.39794057
Jurien,5.221639585,-22.53420738,-38.90866164,-13.41780376
Jurien,5.226207487,-22.56675081,-38.96321132,-13.43766695
Jurien,5.230775388,-22.59929425,-39.0181462,-13.45753014
Jurien,5.23534329,-22.63183768,-39.07603294,-13.47739333
Jurien,5.239911191,-22.66438112,-39.13391968,-13.49725652
Jurien,5.244479093,-22.69692455,-39.19180643,-13.51711971
Jurien,5.249046994,-22.72946799,-39.24969317,-13.5369829
Jurien,5.253614895,-22.76201142,-39.30757991,-13.5568461
Jurien,5.258182797,-22.79455486,-39.36546666,-13.57670929
Jurien,5.262750698,-22.82709829,-39.4233534,-13.59657248
Jurien,5.2673186,-22.85964173,-39.48124014,-13.61643567
Jurien,5.271886501,-22.89218516,-39.53912689,-13.63629886
Jurien,5.276454402,-22.9247286,-39.59701363,-13.65616205
Jurien,5.281022304,-22.95727204,-39.65490038,-13.67602524
Jurien,5.285590205,-22.98981547,-39.71278712,-13.69588843
Jurien,5.290158107,-23.02235891,-39.77067386,-13.71575163
Jurien,5.294726008,-23.05490234,-39.82856061,-13.73561482
Jurien,5.299293909,-23.08744578,-39.88644735,-13.75547801
Jurien,5.303861811,-23.11998921,-39.94433409,-13.7753412
Jurien,5.308429712,-23.15253265,-40.00222084,-13.79470546
Jurien,5.312997614,-23.18507608,-40.06010758,-13.8139031
Jurien,5.317565515,-23.21761952,-40.11799432,-13.83310073
Jurien,5.322133417,-23.25016295,-40.17588107,-13.85229836
Jurien,5.326701318,-23.28270639,-40.23376781,-13.871496
Jurien,5.331269219,-23.31524982,-40.29165455,-13.89069363
Jurien,5.335837121,-23.34779326,-40.3495413,-13.90989126
Jurien,5.340405022,-23.38033669,-40.40742804,-13.9290889
Jurien,5.344972924,-23.41288013,-40.46531479,-13.94828653
Jurien,5.349540825,-23.44542356,-40.52320153,-13.96748416
Jurien,5.354108726,-23.477967,-40.58108827,-13.9866818
Jurien,5.358676628,-23.51051044,-40.63897502,-14.00587943
Jurien,5.363244529,-23.54305387,-40.69686176,-14.02507706
Jurien,5.367812431,-23.57559731,-40.7547485,-14.0442747
Jurien,5.372380332,-23.60814074,-40.81263525,-14.06347233
Jurien,5.376948233,-23.64068418,-40.87052199,-14.08266997
Jurien,5.381516135,-23.67322761,-40.92840873,-14.1018676
Jurien,5.386084036,-23.70577105,-40.98629548,-14.12106523
Jurien,5.390651938,-23.73831448,-41.03744027,-14.14027225
Jurien,5.395219839,-23.77085792,-41.08850117,-14.15953964
Jurien,5.399787741,-23.80340135,-41.13956206,-14.17880704
Jurien,5.404355642,-23.83594479,-41.19062295,-14.19807443
Jurien,5.408923543,-23.86848822,-41.24168384,-14.21734183
Jurien,5.413491445,-23.90103166,-41.29274473,-14.23717086
Jurien,5.418059346,-23.93357509,-41.34380562,-14.25979439
Jurien,5.422627248,-23.96611853,-41.39486652,-14.28241793
Jurien,5.427195149,-23.99866196,-41.44592741,-14.30504146
Jurien,5.43176305,-24.0312054,-41.4969883,-14.32766499
Jurien,5.436330952,-24.06374883,-41.54804919,-14.35028852
Jurien,5.440898853,-24.09629227,-41.59911008,-14.37146901
Jurien,5.445466755,-24.12883571,-41.65017098,-14.39131365
Jurien,5.450034656,-24.16137914,-41.70123187,-14.41115828
Jurien,5.454602557,-24.19392258,-41.75229276,-14.43100292
Jurien,5.459170459,-24.22646601,-41.80335365,-14.45084755
Jurien,5.46373836,-24.25900945,-41.85441454,-14.47069218
Jurien,5.468306262,-24.29155288,-41.90547543,-14.49053682
Jurien,5.472874163,-24.32409632,-41.95653633,-14.51038145
Jurien,5.477442065,-24.35663975,-42.00759722,-14.53022609
Jurien,5.482009966,-24.38918319,-42.05865811,-14.55007072
Jurien,5.486577867,-24.42172662,-42.10970708,-14.56991536
Jurien,5.491145769,-24.45427006,-42.16065667,-14.58975999
Jurien,5.49571367,-24.48681349,-42.21160626,-14.60960463
Jurien,5.500281572,-24.51935693,-42.26255584,-14.62945842
Jurien,5.504849473,-24.55190036,-42.31350543,-14.64932162
Jurien,5.509417374,-24.5844438,-42.36445502,-14.66918481
Jurien,5.513985276,-24.61698723,-42.4154046,-14.689048
Jurien,5.518553177,-24.64953067,-42.46635419,-14.70891119
Jurien,5.523121079,-24.6820741,-42.51730378,-14.72877438
Jurien,5.52768898,-24.71461754,-42.56825336,-14.74863757
Jervis Bay,0.246084213,2.838511439,-0.397129269,6.296280505
Jervis Bay,0.248861991,2.830346498,-0.400811914,6.284943278
Jervis Bay,0.251639768,2.822181557,-0.404494558,6.27360605
Jervis Bay,0.254417545,2.814016616,-0.408177203,6.262268822
Jervis Bay,0.257195323,2.805851675,-0.411859847,6.250931595
Jervis Bay,0.2599731,2.797686734,-0.415542492,6.239594367
Jervis Bay,0.262750878,2.789521792,-0.419225136,6.228257139
Jervis Bay,0.265528655,2.781356851,-0.42290778,6.216919912
Jervis Bay,0.268306432,2.77319191,-0.426590425,6.205582684
Jervis Bay,0.27108421,2.765026969,-0.430273069,6.194245456
Jervis Bay,0.273861987,2.756862028,-0.433955714,6.182908229
Jervis Bay,0.276639765,2.748697087,-0.437638358,6.171571001
Jervis Bay,0.279417542,2.740532145,-0.441321002,6.160233773
Jervis Bay,0.282195319,2.732367204,-0.445003647,6.148896546
Jervis Bay,0.284973097,2.724202263,-0.448686291,6.137538654
Jervis Bay,0.287750874,2.716037322,-0.452368936,6.126131933
Jervis Bay,0.290528652,2.707872381,-0.45605158,6.114725212
Jervis Bay,0.293306429,2.69970744,-0.459734225,6.103318491
Jervis Bay,0.296084206,2.691542498,-0.463416869,6.09191177
Jervis Bay,0.298861984,2.683377557,-0.467099513,6.079920026
Jervis Bay,0.301639761,2.675212616,-0.468927506,6.064469626
Jervis Bay,0.304417539,2.667047675,-0.470348394,6.049019227
Jervis Bay,0.307195316,2.658882734,-0.473958526,6.033568827
Jervis Bay,0.309973093,2.650717792,-0.478739177,6.018118427
Jervis Bay,0.312750871,2.642552851,-0.483519828,6.002668028
Jervis Bay,0.315528648,2.63438791,-0.488300479,5.987217628
Jervis Bay,0.318306426,2.626222969,-0.49308113,5.971767229
Jervis Bay,0.321084203,2.618058028,-0.497047542,5.956316829
Jervis Bay,0.32386198,2.609893087,-0.500816335,5.940866429
Jervis Bay,0.326639758,2.601728145,-0.504585127,5.925399571
Jervis Bay,0.329417535,2.593563204,-0.508353919,5.909912252
Jervis Bay,0.332195313,2.585398263,-0.514973951,5.894424933
Jervis Bay,0.33497309,2.577233322,-0.521969309,5.878937614
Jervis Bay,0.337750867,2.569068381,-0.526881124,5.863450295
Jervis Bay,0.340528645,2.56090344,-0.531792939,5.847962976
Jervis Bay,0.343306422,2.552738498,-0.536704753,5.832475657
Jervis Bay,0.3460842,2.544573557,-0.541616568,5.816988338
Jervis Bay,0.348861977,2.536408616,-0.546528383,5.801501019
Jervis Bay,0.351639754,2.528243675,-0.551440197,5.7860137
Jervis Bay,0.354417532,2.520078734,-0.556352012,5.771046311
Jervis Bay,0.357195309,2.511913793,-0.561263826,5.757709029
Jervis Bay,0.359973086,2.503748851,-0.566124369,5.744371747
Jervis Bay,0.362750864,2.49558391,-0.570848307,5.731034465
Jervis Bay,0.365528641,2.487418969,-0.575572246,5.717697183
Jervis Bay,0.368306419,2.479254028,-0.580296185,5.704359901
Jervis Bay,0.371084196,2.471089087,-0.585020124,5.691022619
Jervis Bay,0.373861973,2.462924146,-0.589744063,5.677685337
Jervis Bay,0.376639751,2.454759204,-0.594468002,5.664348054
Jervis Bay,0.379417528,2.446594263,-0.599191941,5.651010772
Jervis Bay,0.382195306,2.438429322,-0.60391588,5.63767349
Jervis Bay,0.384973083,2.430264381,-0.608639818,5.624336208
Jervis Bay,0.38775086,2.42209944,-0.613363757,5.610998926
Jervis Bay,0.390528638,2.413934499,-0.618087696,5.597661644
Jervis Bay,0.393306415,2.405769557,-0.620500214,5.584324362
Jervis Bay,0.396084193,2.397604616,-0.62205723,5.57098708
Jervis Bay,0.39886197,2.389439675,-0.623614246,5.557649797
Jervis Bay,0.401639747,2.381274734,-0.625171262,5.544312515
Jervis Bay,0.404417525,2.373109793,-0.626728277,5.530975233
Jervis Bay,0.407195302,2.364944851,-0.628285293,5.517637951
Jervis Bay,0.40997308,2.35677991,-0.629842309,5.504300669
Jervis Bay,0.412750857,2.348614969,-0.631399325,5.490963387
Jervis Bay,0.415528634,2.340450028,-0.63295634,5.477626105
Jervis Bay,0.418306412,2.332285087,-0.634513356,5.464288823
Jervis Bay,0.421084189,2.324120146,-0.636070372,5.45095154
Jervis Bay,0.423861967,2.315955204,-0.637627388,5.437614258
Jervis Bay,0.426639744,2.307790263,-0.640261646,5.424276976
Jervis Bay,0.429417521,2.299625322,-0.644030439,5.410936489
Jervis Bay,0.432195299,2.291460381,-0.647799231,5.397548686
Jervis Bay,0.434973076,2.28329544,-0.651568023,5.384160883
Jervis Bay,0.437750854,2.275130499,-0.65719722,5.370773079
Jervis Bay,0.440528631,2.266965557,-0.663375748,5.357385276
Jervis Bay,0.443306408,2.258800616,-0.669554276,5.343997472
Jervis Bay,0.446084186,2.250635675,-0.675732805,5.330609669
Jervis Bay,0.448861963,2.242470734,-0.681911333,5.317221866
Jervis Bay,0.451639741,2.234305793,-0.688089861,5.303834062
Jervis Bay,0.454417518,2.226140852,-0.694268389,5.290446259
Jervis Bay,0.457195295,2.21797591,-0.700446917,5.277058455
Jervis Bay,0.459973073,2.209810969,-0.706625445,5.263670652
Jervis Bay,0.46275085,2.201646028,-0.712803974,5.250282849
Jervis Bay,0.465528628,2.193481087,-0.718982502,5.236895045
Jervis Bay,0.468306405,2.185316146,-0.72516103,5.223507242
Jervis Bay,0.471084182,2.177151205,-0.731332234,5.210119438
Jervis Bay,0.47386196,2.168986263,-0.737458004,5.196731635
Jervis Bay,0.476639737,2.160821322,-0.743583775,5.183582053
Jervis Bay,0.479417515,2.152656381,-0.749709546,5.175504352
Jervis Bay,0.482195292,2.14449144,-0.755835317,5.167426651
Jervis Bay,0.484973069,2.136326499,-0.761961088,5.159348951
Jervis Bay,0.487750847,2.128161557,-0.768086859,5.15127125
Jervis Bay,0.490528624,2.119996616,-0.77421263,5.143193549
Jervis Bay,0.493306401,2.111831675,-0.778799705,5.135115848
Jervis Bay,0.496084179,2.103666734,-0.781584612,5.127038148
Jervis Bay,0.498861956,2.095501793,-0.784369519,5.118960447
Jervis Bay,0.501639734,2.087336852,-0.787154426,5.109274861
Jervis Bay,0.504417511,2.07917191,-0.789939333,5.094649242
Jervis Bay,0.507195288,2.071006969,-0.79272424,5.080023622
Jervis Bay,0.509973066,2.062842028,-0.795509147,5.065398003
Jervis Bay,0.512750843,2.054677087,-0.798233663,5.050772384
Jervis Bay,0.515528621,2.046512146,-0.800923161,5.036146765
Jervis Bay,0.518306398,2.038347205,-0.803612659,5.021521146
Jervis Bay,0.521084175,2.030182263,-0.806302157,5.006895527
Jervis Bay,0.523861953,2.022017322,-0.808991655,4.992269908
Jervis Bay,0.52663973,2.013852381,-0.811681152,4.977666981
Jervis Bay,0.529417508,2.00568744,-0.81437065,4.966898597
Jervis Bay,0.532195285,1.997522499,-0.817060148,4.955888977
Jervis Bay,0.534973062,1.989357558,-0.819749646,4.944873874
Jervis Bay,0.53775084,1.981192616,-0.822439144,4.933858772
Jervis Bay,0.540528617,1.973027675,-0.825128642,4.92284367
Jervis Bay,0.543306395,1.964862734,-0.82781814,4.911828568
Jervis Bay,0.546084172,1.956697793,-0.830507638,4.900813466
Jervis Bay,0.548861949,1.948532852,-0.833197136,4.889798364
Jervis Bay,0.551639727,1.940367911,-0.835886633,4.878783262
Jervis Bay,0.554417504,1.932202969,-0.838576131,4.86776816
Jervis Bay,0.557195282,1.924038028,-0.841265629,4.856833901
Jervis Bay,0.559973059,1.915873087,-0.843955127,4.846047638
Jervis Bay,0.562750836,1.907708146,-0.846644625,4.835261374
Jervis Bay,0.565528614,1.899543205,-0.849334123,4.824475111
Jervis Bay,0.568306391,1.891378263,-0.852023621,4.813688848
Jervis Bay,0.571084169,1.883213322,-0.854713119,4.802902584
Jervis Bay,0.573861946,1.875048381,-0.858320597,4.792116321
Jervis Bay,0.576639723,1.86688344,-0.862461355,4.781330058
Jervis Bay,0.579417501,1.858718499,-0.867649559,4.770543794
Jervis Bay,0.582195278,1.850553558,-0.873879065,4.759757531
Jervis Bay,0.584973056,1.842388616,-0.881030155,4.748971268
Jervis Bay,0.587750833,1.834223675,-0.886238009,4.738185004
Jervis Bay,0.59052861,1.826058734,-0.888757226,4.727371225
Jervis Bay,0.593306388,1.817893793,-0.893900341,4.716481048
Jervis Bay,0.596084165,1.809728852,-0.899213405,4.705590871
Jervis Bay,0.598861943,1.801563911,-0.904526468,4.694700694
Jervis Bay,0.60163972,1.793398969,-0.909839532,4.683810517
Jervis Bay,0.604417497,1.785234028,-0.915152596,4.67292034
Jervis Bay,0.607195275,1.777069087,-0.920465659,4.662030163
Jervis Bay,0.609973052,1.768904146,-0.925778723,4.651139986
Jervis Bay,0.61275083,1.760739205,-0.931091787,4.640249809
Jervis Bay,0.615528607,1.752574264,-0.93640485,4.629359633
Jervis Bay,0.618306384,1.744409322,-0.941717914,4.618469456
Jervis Bay,0.621084162,1.736244381,-0.946979958,4.607579279
Jervis Bay,0.623861939,1.72807944,-0.952183298,4.596689102
Jervis Bay,0.626639716,1.719914499,-0.957386637,4.585798925
Jervis Bay,0.629417494,1.711749558,-0.962589977,4.574176358
Jervis Bay,0.632195271,1.703584617,-0.967793317,4.561447658
Jervis Bay,0.634973049,1.695419675,-0.972996657,4.548718959
Jervis Bay,0.637750826,1.687254734,-0.978199997,4.535919875
Jervis Bay,0.640528603,1.679089793,-0.983403337,4.523050204
Jervis Bay,0.643306381,1.670924852,-0.988606677,4.50671714
Jervis Bay,0.646084158,1.662759911,-0.993810017,4.490329096
Jervis Bay,0.648861936,1.654594969,-0.999013357,4.473941052
Jervis Bay,0.651639713,1.646430028,-1.004216697,4.457553008
Jervis Bay,0.65441749,1.638265087,-1.008110238,4.443604603
Jervis Bay,0.657195268,1.630100146,-1.011053742,4.435003262
Jervis Bay,0.659973045,1.621935205,-1.013997245,4.426401921
Jervis Bay,0.662750823,1.613770264,-1.017125727,4.417745847
Jervis Bay,0.6655286,1.605605322,-1.022815323,4.40238556
Jervis Bay,0.668306377,1.597440381,-1.028504919,4.386073626
Jervis Bay,0.671084155,1.58927544,-1.034194515,4.369761692
Jervis Bay,0.673861932,1.581110499,-1.039884111,4.353449759
Jervis Bay,0.67663971,1.572945558,-1.045569412,4.337137825
Jervis Bay,0.679417487,1.564780617,-1.051173224,4.320825891
Jervis Bay,0.682195264,1.556615675,-1.055092435,4.304513957
Jervis Bay,0.684973042,1.548450734,-1.057020616,4.288202023
Jervis Bay,0.687750819,1.540285793,-1.058948797,4.27189009
Jervis Bay,0.690528597,1.532120852,-1.060876978,4.255578156
Jervis Bay,0.693306374,1.523955911,-1.062805159,4.239266222
Jervis Bay,0.696084151,1.51579097,-1.06473334,4.222954288
Jervis Bay,0.698861929,1.507626028,-1.066661521,4.206642354
Jervis Bay,0.701639706,1.499461087,-1.068589702,4.190330421
Jervis Bay,0.704417484,1.491296146,-1.070517883,4.174018487
Jervis Bay,0.707195261,1.483131205,-1.072446064,4.157706553
Jervis Bay,0.709973038,1.474966264,-1.074374245,4.141394619
Jervis Bay,0.712750816,1.466801323,-1.076302426,4.125082685
Jervis Bay,0.715528593,1.458636381,-1.078230607,4.108770752
Jervis Bay,0.718306371,1.45047144,-1.080148056,4.092458818
Jervis Bay,0.721084148,1.442306499,-1.082065294,4.076146884
Jervis Bay,0.723861925,1.434141558,-1.085355718,4.05983495
Jervis Bay,0.726639703,1.425976617,-1.089568112,4.043523017
Jervis Bay,0.72941748,1.417811675,-1.093780507,4.027211083
Jervis Bay,0.732195258,1.409646734,-1.097992901,4.010899149
Jervis Bay,0.734973035,1.401481793,-1.102128579,3.994587215
Jervis Bay,0.737750812,1.393316852,-1.106188725,3.978275281
Jervis Bay,0.74052859,1.385151911,-1.110248871,3.961963348
Jervis Bay,0.743306367,1.37698697,-1.114309018,3.948262892
Jervis Bay,0.746084145,1.368822028,-1.118369164,3.93557569
Jervis Bay,0.748861922,1.360657087,-1.12242931,3.922888487
Jervis Bay,0.751639699,1.352492146,-1.126489456,3.910201284
Jervis Bay,0.754417477,1.344327205,-1.130549602,3.897514081
Jervis Bay,0.757195254,1.336162264,-1.134609749,3.884826878
Jervis Bay,0.759973032,1.327997323,-1.138669895,3.872139675
Jervis Bay,0.762750809,1.319832381,-1.142730041,3.859452473
Jervis Bay,0.765528586,1.31166744,-1.146790187,3.84676527
Jervis Bay,0.768306364,1.303502499,-1.149127207,3.834078067
Jervis Bay,0.771084141,1.295337558,-1.153022937,3.821390864
Jervis Bay,0.773861918,1.287172617,-1.157566989,3.808703661
Jervis Bay,0.776639696,1.279007676,-1.162111042,3.796016458
Jervis Bay,0.779417473,1.270842734,-1.166655094,3.783329256
Jervis Bay,0.782195251,1.262677793,-1.171199146,3.770642053
Jervis Bay,0.784973028,1.254512852,-1.175743198,3.75795485
Jervis Bay,0.787750805,1.246347911,-1.180196298,3.745267647
Jervis Bay,0.790528583,1.23818297,-1.184390953,3.732580444
Jervis Bay,0.79330636,1.230018029,-1.188585608,3.719893241
Jervis Bay,0.796084138,1.221853087,-1.192780264,3.707206039
Jervis Bay,0.798861915,1.213688146,-1.196974919,3.694518836
Jervis Bay,0.801639692,1.205523205,-1.202013089,3.681831633
Jervis Bay,0.80441747,1.197358264,-1.207713875,3.66914443
Jervis Bay,0.807195247,1.189193323,-1.212398609,3.656457227
Jervis Bay,0.809973025,1.181028381,-1.217083344,3.643770024
Jervis Bay,0.812750802,1.17286344,-1.221768079,3.631082822
Jervis Bay,0.815528579,1.164698499,-1.226452813,3.618395619
Jervis Bay,0.818306357,1.156533558,-1.231137548,3.605708416
Jervis Bay,0.821084134,1.148368617,-1.235822283,3.600520449
Jervis Bay,0.823861912,1.140203676,-1.240451491,3.59549926
Jervis Bay,0.826639689,1.132038734,-1.244857159,3.590478072
Jervis Bay,0.829417466,1.123873793,-1.249262827,3.585456884
Jervis Bay,0.832195244,1.115708852,-1.253668495,3.580435696
Jervis Bay,0.834973021,1.107543911,-1.258074163,3.575414508
Jervis Bay,0.837750799,1.09937897,-1.262479831,3.57039332
Jervis Bay,0.840528576,1.091214029,-1.266885499,3.565372132
Jervis Bay,0.843306353,1.083049087,-1.268881434,3.560350944
Jervis Bay,0.846084131,1.074884146,-1.268717671,3.555329755
Jervis Bay,0.848861908,1.066719205,-1.27423931,3.550308567
Jervis Bay,0.851639686,1.058554264,-1.279760948,3.545287379
Jervis Bay,0.854417463,1.050389323,-1.285282586,3.539240444
Jervis Bay,0.85719524,1.042224382,-1.290804224,3.526662232
Jervis Bay,0.859973018,1.03405944,-1.296325863,3.514084019
Jervis Bay,0.862750795,1.025894499,-1.301847501,3.501505806
Jervis Bay,0.865528573,1.017729558,-1.307369139,3.488927593
Jervis Bay,0.86830635,1.009564617,-1.312348083,3.47620598
Jervis Bay,0.871084127,1.001399676,-1.316926161,3.463364578
Jervis Bay,0.873861905,0.993234735,-1.321504238,3.450523176
Jervis Bay,0.876639682,0.985069793,-1.326082315,3.437681774
Jervis Bay,0.87941746,0.976904852,-1.330660393,3.424840372
Jervis Bay,0.882195237,0.968739911,-1.33523847,3.41199897
Jervis Bay,0.884973014,0.96057497,-1.339816548,3.399157568
Jervis Bay,0.887750792,0.952410029,-1.344394625,3.386316166
Jervis Bay,0.890528569,0.944245087,-1.348972702,3.373474764
Jervis Bay,0.893306347,0.936080146,-1.35355078,3.360633362
Jervis Bay,0.896084124,0.927915205,-1.358128857,3.34779196
Jervis Bay,0.898861901,0.919750264,-1.362706934,3.334950558
Jervis Bay,0.901639679,0.911585323,-1.367285012,3.322109156
Jervis Bay,0.904417456,0.903420382,-1.371863089,3.309267754
Jervis Bay,0.907195233,0.89525544,-1.376441167,3.295569695
Jervis Bay,0.909973011,0.887090499,-1.381019244,3.280284129
Jervis Bay,0.912750788,0.878925558,-1.385597321,3.264998562
Jervis Bay,0.915528566,0.870760617,-1.390175399,3.249712996
Jervis Bay,0.918306343,0.862595676,-1.394753476,3.234427429
Jervis Bay,0.92108412,0.854430735,-1.399331553,3.219141863
Jervis Bay,0.923861898,0.846265793,-1.403909631,3.203856296
Jervis Bay,0.926639675,0.838100852,-1.408487708,3.18857073
Jervis Bay,0.929417453,0.829935911,-1.413065786,3.173285163
Jervis Bay,0.93219523,0.82177097,-1.417643863,3.161081414
Jervis Bay,0.934973007,0.813606029,-1.42222194,3.152229772
Jervis Bay,0.937750785,0.805441088,-1.426800018,3.14337813
Jervis Bay,0.940528562,0.797276146,-1.431738813,3.134526487
Jervis Bay,0.94330634,0.789111205,-1.439554747,3.125674845
Jervis Bay,0.946084117,0.780946264,-1.447370682,3.116823203
Jervis Bay,0.948861894,0.772781323,-1.455186616,3.104874177
Jervis Bay,0.951639672,0.764616382,-1.463002551,3.092197747
Jervis Bay,0.954417449,0.756451441,-1.470818486,3.079521318
Jervis Bay,0.957195227,0.748286499,-1.47863442,3.066844888
Jervis Bay,0.959973004,0.740121558,-1.486450355,3.054168458
Jervis Bay,0.962750781,0.731956617,-1.494266289,3.041492029
Jervis Bay,0.965528559,0.723791676,-1.502082224,3.028815599
Jervis Bay,0.968306336,0.715626735,-1.509898158,3.01613917
Jervis Bay,0.971084114,0.707461793,-1.517714093,3.003449209
Jervis Bay,0.973861891,0.699296852,-1.523718546,2.991071407
Jervis Bay,0.976639668,0.691131911,-1.529323207,2.984413013
Jervis Bay,0.979417446,0.68296697,-1.534927867,2.977754619
Jervis Bay,0.982195223,0.674802029,-1.540532527,2.971096225
Jervis Bay,0.984973001,0.666637088,-1.546137188,2.964437831
