location,summer_dhd50_max,predicted_change,lower_bound,upper_bound
Jurien,174.3119659,-17.62382226,-31.3322206,-9.602231458
Jurien,174.5268993,-17.65413275,-31.38404592,-9.621594721
Jurien,174.7418327,-17.68444325,-31.43587125,-9.640957984
Jurien,174.9567661,-17.71475374,-31.48769657,-9.660321248
Jurien,175.1716995,-17.74506423,-31.53952189,-9.679684511
Jurien,175.3866329,-17.77537473,-31.59134722,-9.699047774
Jurien,175.6015663,-17.80568522,-31.64317254,-9.718411037
Jurien,175.8164997,-17.83599571,-31.69499786,-9.737774301
Jurien,176.0314331,-17.86630621,-31.74682319,-9.757137564
Jurien,176.2463665,-17.8966167,-31.79864851,-9.776500827
Jurien,176.4612999,-17.92692719,-31.85047383,-9.79498076
Jurien,176.6762333,-17.95723769,-31.90229916,-9.811847527
Jurien,176.8911667,-17.98754818,-31.95412448,-9.828714295
Jurien,177.1061001,-18.01785868,-32.0059498,-9.845581062
Jurien,177.3210335,-18.04816917,-32.05777513,-9.86244783
Jurien,177.5359669,-18.07847966,-32.10960045,-9.879314597
Jurien,177.7509003,-18.10879016,-32.16142577,-9.896181365
Jurien,177.9658337,-18.13910065,-32.2132511,-9.913094702
Jurien,178.1807671,-18.16941114,-32.26507642,-9.930032997
Jurien,178.3957005,-18.19972164,-32.31690174,-9.946971292
Jurien,178.610634,-18.23003213,-32.36872707,-9.963909587
Jurien,178.8255674,-18.26034262,-32.42055239,-9.980847881
Jurien,179.0405008,-18.29065312,-32.47237772,-9.997786176
Jurien,179.2554342,-18.32096361,-32.52420304,-10.01472447
Jurien,179.4703676,-18.35127411,-32.57602836,-10.03166277
Jurien,179.685301,-18.3815846,-32.62785369,-10.04860106
Jurien,179.9002344,-18.41189509,-32.67967901,-10.06553936
Jurien,180.1151678,-18.44220559,-32.73150433,-10.08247765
Jurien,180.3301012,-18.47251608,-32.78332966,-10.09941595
Jurien,180.5450346,-18.50282657,-32.83515498,-10.11635424
Jurien,180.759968,-18.53313707,-32.8869803,-10.13329253
Jurien,180.9749014,-18.56344756,-32.93880563,-10.15023083
Jurien,181.1898348,-18.59375805,-32.99063095,-10.16716912
Jurien,181.4047682,-18.62406855,-33.04245627,-10.18410742
Jurien,181.6197016,-18.65437904,-33.0942816,-10.20104571
Jurien,181.834635,-18.68468954,-33.14610692,-10.21992498
Jurien,182.0495684,-18.71500003,-33.19793224,-10.23938972
Jurien,182.2645018,-18.74531052,-33.24975757,-10.25521707
Jurien,182.4794352,-18.77562102,-33.30158289,-10.27104442
Jurien,182.6943686,-18.80593151,-33.35340821,-10.28687177
Jurien,182.9093021,-18.836242,-33.40523354,-10.30269912
Jurien,183.1242355,-18.8665525,-33.45705886,-10.31895344
Jurien,183.3391689,-18.89686299,-33.50888418,-10.33576613
Jurien,183.5541023,-18.92717348,-33.56070951,-10.35257883
Jurien,183.7690357,-18.95748398,-33.61253483,-10.36939152
Jurien,183.9839691,-18.98779447,-33.66436016,-10.38620422
Jurien,184.1989025,-19.01810497,-33.71618548,-10.40301691
Jurien,184.4138359,-19.04841546,-33.7680108,-10.4198296
Jurien,184.6287693,-19.07872595,-33.81983613,-10.4366423
Jurien,184.8437027,-19.10903645,-33.87166145,-10.45345499
Jurien,185.0586361,-19.13934694,-33.92348677,-10.47026769
Jurien,185.2735695,-19.16965743,-33.9753121,-10.48708038
Jurien,185.4885029,-19.19996793,-34.02713742,-10.50389308
Jurien,185.7034363,-19.23027842,-34.07896274,-10.52070577
Jurien,185.9183697,-19.26058891,-34.13078807,-10.53751846
Jurien,186.1333031,-19.29089941,-34.18261339,-10.55433116
Jurien,186.3482365,-19.3212099,-34.23443871,-10.57114385
Jurien,186.5631699,-19.3515204,-34.28626404,-10.58795655
Jurien,186.7781033,-19.38183089,-34.33808936,-10.60476924
Jurien,186.9930367,-19.41214138,-34.38991468,-10.62158193
Jurien,187.2079702,-19.44245188,-34.44174001,-10.63839463
Jurien,187.4229036,-19.47276237,-34.49356533,-10.65520732
Jurien,187.637837,-19.50307286,-34.54539065,-10.67205267
Jurien,187.8527704,-19.53338336,-34.59721598,-10.68891944
Jurien,188.0677038,-19.56369385,-34.6490413,-10.7057862
Jurien,188.2826372,-19.59400434,-34.70086662,-10.72223402
Jurien,188.4975706,-19.62431484,-34.75268919,-10.73853508
Jurien,188.712504,-19.65462533,-34.80447264,-10.75483614
Jurien,188.9274374,-19.68493583,-34.85625609,-10.7711372
Jurien,189.1423708,-19.71524632,-34.90803953,-10.78743826
Jurien,189.3573042,-19.74555681,-34.95982298,-10.80373932
Jurien,189.5722376,-19.77586731,-35.01160643,-10.82004038
Jurien,189.787171,-19.8061778,-35.06338987,-10.83634144
Jurien,190.0021044,-19.83648829,-35.11517332,-10.8526425
Jurien,190.2170378,-19.86679879,-35.16695677,-10.86894356
Jurien,190.4319712,-19.89710928,-35.21874021,-10.88524462
Jurien,190.6469046,-19.92741977,-35.27052366,-10.90311086
Jurien,190.861838,-19.95773027,-35.32230711,-10.92103257
Jurien,191.0767714,-19.98804076,-35.37409055,-10.93895427
Jurien,191.2917048,-20.01835126,-35.425874,-10.95687597
Jurien,191.5066382,-20.04866175,-35.47765744,-10.97479768
Jurien,191.7215717,-20.07897224,-35.52944089,-10.99226682
Jurien,191.9365051,-20.10928274,-35.58122434,-11.00909094
Jurien,192.1514385,-20.13959323,-35.63300778,-11.02591506
Jurien,192.3663719,-20.16990372,-35.68477475,-11.04273918
Jurien,192.5813053,-20.20021422,-35.73649451,-11.0595633
Jurien,192.7962387,-20.23052471,-35.78821428,-11.07638742
Jurien,193.0111721,-20.2608352,-35.83993404,-11.09321153
Jurien,193.2261055,-20.2911457,-35.89165381,-11.11003565
Jurien,193.4410389,-20.32145619,-35.94337357,-11.12685977
Jurien,193.6559723,-20.35176669,-35.99509334,-11.14368389
Jurien,193.8709057,-20.38207718,-36.0468131,-11.16050801
Jurien,194.0858391,-20.41238767,-36.09853287,-11.17733213
Jurien,194.3007725,-20.44269817,-36.15025263,-11.19418817
Jurien,194.5157059,-20.47300866,-36.2019724,-11.21105994
Jurien,194.7306393,-20.50331915,-36.25369216,-11.2279317
Jurien,194.9455727,-20.53362965,-36.30541193,-11.24480346
Jurien,195.1605061,-20.56394014,-36.35713169,-11.26167523
Jurien,195.3754395,-20.59425063,-36.40885146,-11.27854699
Jurien,195.5903729,-20.62456113,-36.46057123,-11.29541876
Jurien,195.8053063,-20.65487162,-36.51229099,-11.31229052
Jurien,196.0202398,-20.68518212,-36.56401076,-11.32916228
Jurien,196.2351732,-20.71549261,-36.61573052,-11.34603405
Jurien,196.4501066,-20.7458031,-36.66745029,-11.36290581
Jurien,196.66504,-20.7761136,-36.71917005,-11.37921402
Jurien,196.8799734,-20.80642409,-36.77088982,-11.3965725
Jurien,197.0949068,-20.83673458,-36.82260958,-11.41336144
Jurien,197.3098402,-20.86704508,-36.87432935,-11.43015038
Jurien,197.5247736,-20.89735557,-36.92604911,-11.44693932
Jurien,197.739707,-20.92766606,-36.97776888,-11.46372826
Jurien,197.9546404,-20.95797656,-37.02948864,-11.48051721
Jurien,198.1695738,-20.98828705,-37.08120841,-11.49730615
Jurien,198.3845072,-21.01859755,-37.13292817,-11.51409509
Jurien,198.5994406,-21.04890804,-37.18464794,-11.53088403
Jurien,198.814374,-21.07921853,-37.2363677,-11.54767297
Jurien,199.0293074,-21.10952903,-37.28808747,-11.56446191
Jurien,199.2442408,-21.13983952,-37.33980724,-11.58125086
Jurien,199.4591742,-21.17015001,-37.391527,-11.5980398
Jurien,199.6741076,-21.20046051,-37.44324677,-11.61482874
Jurien,199.889041,-21.230771,-37.49496653,-11.63161768
Jurien,200.1039744,-21.26108149,-37.5466863,-11.64840746
Jurien,200.3189079,-21.29139199,-37.59840606,-11.66523158
Jurien,200.5338413,-21.32170248,-37.65012583,-11.6820557
Jurien,200.7487747,-21.35201298,-37.70184559,-11.69887982
Jurien,200.9637081,-21.38232347,-37.75356536,-11.71570394
Jurien,201.1786415,-21.41263396,-37.80528512,-11.73252805
Jurien,201.3935749,-21.44294446,-37.85700489,-11.74935217
Jurien,201.6085083,-21.47325495,-37.90872465,-11.76617629
Jurien,201.8234417,-21.50356544,-37.96044442,-11.78300041
Jurien,202.0383751,-21.53387594,-38.01216418,-11.79982453
Jurien,202.2533085,-21.56418643,-38.06388395,-11.81664865
Jurien,202.4682419,-21.59449692,-38.11560371,-11.83261036
Jurien,202.6831753,-21.62480742,-38.16732348,-11.84722617
Jurien,202.8981087,-21.65511791,-38.21904325,-11.86184197
Jurien,203.1130421,-21.68542841,-38.27076301,-11.87645778
Jurien,203.3279755,-21.7157389,-38.32248278,-11.89107358
Jurien,203.5429089,-21.74604939,-38.37420254,-11.90568939
Jurien,203.7578423,-21.77635989,-38.42592231,-11.9203052
Jurien,203.9727757,-21.80667038,-38.47764207,-11.934921
Jurien,204.1877091,-21.83698087,-38.52936184,-11.94953681
Jurien,204.4026425,-21.86729137,-38.5810816,-11.96415262
Jurien,204.6175759,-21.89760186,-38.63280137,-11.97876842
Jurien,204.8325094,-21.92791235,-38.68452113,-11.99338423
Jurien,205.0474428,-21.95822285,-38.7362409,-12.00800003
Jurien,205.2623762,-21.98853334,-38.78796066,-12.02261584
Jurien,205.4773096,-22.01884384,-38.83968043,-12.03723165
Jurien,205.692243,-22.04915433,-38.89140019,-12.05184745
Jurien,205.9071764,-22.07946482,-38.94311996,-12.06646326
Jurien,206.1221098,-22.10977532,-38.99483972,-12.08107906
Jurien,206.3370432,-22.14008581,-39.04655949,-12.09569487
Jurien,206.5519766,-22.1703963,-39.09827926,-12.11031068
Jurien,206.76691,-22.2007068,-39.14999902,-12.12492648
Jurien,206.9818434,-22.23101729,-39.20171879,-12.13954229
Jurien,207.1967768,-22.26132778,-39.25343855,-12.1541581
Jurien,207.4117102,-22.29163828,-39.30515832,-12.16963786
Jurien,207.6266436,-22.32194877,-39.35687808,-12.18585416
Jurien,207.841577,-22.35225927,-39.40841218,-12.20207045
Jurien,208.0565104,-22.38256976,-39.4567834,-12.21828674
Jurien,208.2714438,-22.41288025,-39.50515461,-12.23450304
Jurien,208.4863772,-22.44319075,-39.55352583,-12.25071933
Jurien,208.7013106,-22.47350124,-39.60189704,-12.26693562
Jurien,208.916244,-22.50381173,-39.65026826,-12.28315192
Jurien,209.1311775,-22.53412223,-39.69863947,-12.29936821
Jurien,209.3461109,-22.56443272,-39.74701069,-12.3155845
Jurien,209.5610443,-22.59474321,-39.7953819,-12.3318008
Jurien,209.7759777,-22.62505371,-39.84375312,-12.34801709
Jurien,209.9909111,-22.6553642,-39.89212433,-12.36423338
Jurien,210.2058445,-22.6856747,-39.94049555,-12.38044968
Jurien,210.4207779,-22.71598519,-39.98886676,-12.39666597
Jurien,210.6357113,-22.74629568,-40.03723798,-12.41288226
Jurien,210.8506447,-22.77660618,-40.08560919,-12.42909856
Jurien,211.0655781,-22.80691667,-40.13398041,-12.44531485
Jurien,211.2805115,-22.83722716,-40.18235162,-12.46153115
Jurien,211.4954449,-22.86753766,-40.23072284,-12.47774744
Jurien,211.7103783,-22.89784815,-40.27909405,-12.49396373
Jurien,211.9253117,-22.92815864,-40.32746527,-12.51018003
Jurien,212.1402451,-22.95846914,-40.37583648,-12.52639632
Jurien,212.3551785,-22.98877963,-40.4242077,-12.54261261
Jurien,212.5701119,-23.01909013,-40.47257891,-12.55882891
Jurien,212.7850453,-23.04940062,-40.52095013,-12.5750452
Jurien,212.9999787,-23.07971111,-40.56932134,-12.59126149
Jurien,213.2149121,-23.11002161,-40.61769256,-12.60747779
Jurien,213.4298456,-23.1403321,-40.66606377,-12.62369408
Jurien,213.644779,-23.17064259,-40.71443499,-12.63991037
Jurien,213.8597124,-23.20095309,-40.7628062,-12.65612667
Jurien,214.0746458,-23.23126358,-40.81117742,-12.67238254
Jurien,214.2895792,-23.26157407,-40.85954863,-12.68872596
Jurien,214.5045126,-23.29188457,-40.90791985,-12.70506939
Jurien,214.719446,-23.32219506,-40.95629106,-12.72141281
Jurien,214.9343794,-23.35250556,-41.00466228,-12.73775623
Jurien,215.1493128,-23.38281605,-41.05303349,-12.75409966
Jurien,215.3642462,-23.41312654,-41.10140471,-12.77044308
Jurien,215.5791796,-23.44343704,-41.14977592,-12.78678651
Jurien,215.794113,-23.47374753,-41.19814714,-12.80312993
Jurien,216.0090464,-23.50405802,-41.24651835,-12.81947336
Jurien,216.2239798,-23.53436852,-41.29488957,-12.83581678
Jurien,216.4389132,-23.56467901,-41.34326078,-12.85216021
Jurien,216.6538466,-23.5949895,-41.391632,-12.86850363
Jurien,216.86878,-23.6253,-41.44000321,-12.88484706
Jurien,217.0837134,-23.65561049,-41.48837443,-12.90119048
Jurien,217.2986468,-23.68592099,-41.53674564,-12.91753391
Jurien,217.5135802,-23.71623148,-41.58511685,-12.93658998
Jurien,217.7285137,-23.74654197,-41.63348807,-12.9561639
Jurien,217.9434471,-23.77685247,-41.68185928,-12.97573782
Jurien,218.1583805,-23.80716296,-41.7302305,-12.99531174
Jurien,218.3733139,-23.83747345,-41.77860171,-13.01488566
Jurien,218.5882473,-23.86778395,-41.82951227,-13.03445958
Jurien,218.8031807,-23.89809444,-41.88185085,-13.0540335
Jurien,219.0181141,-23.92840493,-41.93418943,-13.07360742
Jurien,219.2330475,-23.95871543,-41.98652801,-13.09318134
Jervis Bay,0.493253708,3.256875524,0.652606789,6.15964284
Jervis Bay,0.584143092,3.245131983,0.643776668,6.143560411
Jervis Bay,0.675032475,3.233388443,0.634946546,6.12565608
Jervis Bay,0.765921859,3.221644902,0.626116425,6.107751748
Jervis Bay,0.856811243,3.209901362,0.617286303,6.089847417
Jervis Bay,0.947700626,3.198157821,0.608456182,6.071943086
Jervis Bay,1.03859001,3.18641428,0.59962606,6.054038755
Jervis Bay,1.129479394,3.17467074,0.590795939,6.036134424
Jervis Bay,1.220368778,3.162927199,0.581977632,6.018230093
Jervis Bay,1.311258161,3.151183659,0.57324582,6.000325761
Jervis Bay,1.402147545,3.139440118,0.564514009,5.98242143
Jervis Bay,1.493036929,3.127696578,0.555782198,5.967420981
Jervis Bay,1.583926313,3.115953037,0.547050387,5.954921994
Jervis Bay,1.674815696,3.104209497,0.538318576,5.942423007
Jervis Bay,1.76570508,3.092465956,0.529586765,5.929924019
Jervis Bay,1.856594464,3.080722416,0.520854954,5.917425032
Jervis Bay,1.947483847,3.068978875,0.512123143,5.904926044
Jervis Bay,2.038373231,3.057235334,0.503412736,5.892420756
Jervis Bay,2.129262615,3.045491794,0.494712329,5.878730535
Jervis Bay,2.220151999,3.033748253,0.486011922,5.857506175
Jervis Bay,2.311041382,3.022004713,0.477311516,5.836182782
Jervis Bay,2.401930766,3.010261172,0.468611109,5.821661263
Jervis Bay,2.49282015,2.998517632,0.459910703,5.807202835
Jervis Bay,2.583709534,2.986774091,0.451210296,5.792744406
Jervis Bay,2.674598917,2.975030551,0.44250989,5.778285978
Jervis Bay,2.765488301,2.96328701,0.433809483,5.761840763
Jervis Bay,2.856377685,2.95154347,0.425109077,5.744492868
Jervis Bay,2.947267068,2.939799929,0.41640867,5.727144974
Jervis Bay,3.038156452,2.928056388,0.407708264,5.712537641
Jervis Bay,3.129045836,2.916312848,0.399007857,5.698854249
Jervis Bay,3.21993522,2.904569307,0.390307451,5.685170856
Jervis Bay,3.310824603,2.892825767,0.381607044,5.671487464
Jervis Bay,3.401713987,2.881082226,0.372906638,5.657804072
Jervis Bay,3.492603371,2.869338686,0.364206231,5.644088134
Jervis Bay,3.583492754,2.857595145,0.355505825,5.630136707
Jervis Bay,3.674382138,2.845851605,0.346805418,5.612842517
Jervis Bay,3.765271522,2.834108064,0.338105012,5.59649142
Jervis Bay,3.856160906,2.822364524,0.329404605,5.584462145
Jervis Bay,3.947050289,2.810620983,0.320704199,5.57243287
Jervis Bay,4.037939673,2.798877442,0.312003792,5.560403595
Jervis Bay,4.128829057,2.787133902,0.303303386,5.548148934
Jervis Bay,4.219718441,2.775390361,0.294602979,5.533778215
Jervis Bay,4.310607824,2.763646821,0.285902573,5.519183343
Jervis Bay,4.401497208,2.75190328,0.277202166,5.50395697
Jervis Bay,4.492386592,2.74015974,0.26850176,5.488730597
Jervis Bay,4.583275975,2.728416199,0.259801353,5.473504224
Jervis Bay,4.674165359,2.716672659,0.251100946,5.458277851
Jervis Bay,4.765054743,2.704929118,0.241272309,5.443051478
Jervis Bay,4.855944127,2.693185578,0.229117144,5.429260146
Jervis Bay,4.94683351,2.681442037,0.216961978,5.417329606
Jervis Bay,5.037722894,2.669698496,0.204806812,5.404347754
Jervis Bay,5.128612278,2.657954956,0.195071178,5.390028233
Jervis Bay,5.219501661,2.646211415,0.18820396,5.375708711
Jervis Bay,5.310391045,2.634467875,0.181336741,5.361389189
Jervis Bay,5.401280429,2.622724334,0.174469523,5.347003086
Jervis Bay,5.492169813,2.610980794,0.167602304,5.332566824
Jervis Bay,5.583059196,2.599237253,0.160778715,5.318130562
Jervis Bay,5.67394858,2.587493713,0.154048024,5.303694299
Jervis Bay,5.764837964,2.575750172,0.145974985,5.289146587
Jervis Bay,5.855727348,2.564006632,0.137271949,5.272663171
Jervis Bay,5.946616731,2.552263091,0.128568914,5.256179756
Jervis Bay,6.037506115,2.54051955,0.119892894,5.23969634
Jervis Bay,6.128395499,2.52877601,0.111244505,5.223212925
Jervis Bay,6.219284882,2.517032469,0.102596117,5.20672951
Jervis Bay,6.310174266,2.505288929,0.093947728,5.190246094
Jervis Bay,6.40106365,2.493545388,0.085299339,5.173762679
Jervis Bay,6.491953034,2.481801848,0.07665095,5.157279263
Jervis Bay,6.582842417,2.470058307,0.07179222,5.140795848
Jervis Bay,6.673731801,2.458314767,0.067042281,5.124304222
Jervis Bay,6.764621185,2.446571226,0.062292341,5.108035628
Jervis Bay,6.855510568,2.434827686,0.057542402,5.092781823
Jervis Bay,6.946399952,2.423084145,0.052792462,5.077528017
Jervis Bay,7.037289336,2.411340605,0.048042523,5.062274212
Jervis Bay,7.12817872,2.399597064,0.043387677,5.047020407
Jervis Bay,7.219068103,2.387853523,0.034864587,5.031766602
Jervis Bay,7.309957487,2.376109983,0.026335172,5.016512797
Jervis Bay,7.400846871,2.364366442,0.017805757,5.001258991
Jervis Bay,7.491736255,2.352622902,0.009276341,4.986005186
Jervis Bay,7.582625638,2.340879361,0.000746926,4.970751381
Jervis Bay,7.673515022,2.329135821,-0.007782489,4.955497576
Jervis Bay,7.764404406,2.31739228,-0.014951782,4.94024377
Jervis Bay,7.855293789,2.30564874,-0.019919327,4.924989965
Jervis Bay,7.946183173,2.293905199,-0.024886872,4.90973616
Jervis Bay,8.037072557,2.282161659,-0.034799529,4.894482355
Jervis Bay,8.127961941,2.270418118,-0.047299059,4.87922855
Jervis Bay,8.218851324,2.258674577,-0.059519372,4.863974744
Jervis Bay,8.309740708,2.246931037,-0.068187802,4.848626146
Jervis Bay,8.400630092,2.235187496,-0.07781891,4.833221578
Jervis Bay,8.491519475,2.223443956,-0.08587109,4.81781701
Jervis Bay,8.582408859,2.211700415,-0.094091623,4.798261437
Jervis Bay,8.673298243,2.199956875,-0.102769068,4.776907809
Jervis Bay,8.764187627,2.188213334,-0.111446514,4.755554182
Jervis Bay,8.85507701,2.176469794,-0.12012396,4.734200555
Jervis Bay,8.945966394,2.164726253,-0.128801405,4.712846927
Jervis Bay,9.036855778,2.152982713,-0.137478851,4.694613299
Jervis Bay,9.127745162,2.141239172,-0.146585269,4.678108243
Jervis Bay,9.218634545,2.129495631,-0.15778021,4.661603187
Jervis Bay,9.309523929,2.117752091,-0.168923468,4.645098131
Jervis Bay,9.400413313,2.10600855,-0.173016231,4.628593075
Jervis Bay,9.491302696,2.09426501,-0.180473454,4.612088019
Jervis Bay,9.58219208,2.082521469,-0.189165335,4.595582963
Jervis Bay,9.673081464,2.070777929,-0.197857217,4.579004116
Jervis Bay,9.763970848,2.059034388,-0.206549098,4.562308684
Jervis Bay,9.854860231,2.047290848,-0.21524098,4.545613252
Jervis Bay,9.945749615,2.035547307,-0.223932861,4.52891782
Jervis Bay,10.036639,2.023803767,-0.232624742,4.512222387
Jervis Bay,10.12752838,2.012060226,-0.241316624,4.495526955
Jervis Bay,10.21841777,2.000316685,-0.249996805,4.478831523
Jervis Bay,10.30930715,1.988573145,-0.258581879,4.456695646
Jervis Bay,10.40019653,1.976829604,-0.267161723,4.433990735
Jervis Bay,10.49108592,1.965086064,-0.275741567,4.418007166
Jervis Bay,10.5819753,1.953342523,-0.284321412,4.40271689
Jervis Bay,10.67286468,1.941598983,-0.292901256,4.387426614
Jervis Bay,10.76375407,1.929855442,-0.3014811,4.372136337
Jervis Bay,10.85464345,1.918111902,-0.310060945,4.356846061
Jervis Bay,10.94553284,1.906368361,-0.318640789,4.343878622
Jervis Bay,11.03642222,1.894624821,-0.327220633,4.330025824
Jervis Bay,11.1273116,1.88288128,-0.335800478,4.313601085
Jervis Bay,11.21820099,1.871137739,-0.344380322,4.297037733
Jervis Bay,11.30909037,1.859394199,-0.352960166,4.280473053
Jervis Bay,11.39997975,1.847650658,-0.361540011,4.264854841
Jervis Bay,11.49086914,1.835907118,-0.370119855,4.247359124
Jervis Bay,11.58175852,1.824163577,-0.378699699,4.230853811
Jervis Bay,11.67264791,1.812420037,-0.387279544,4.214348498
Jervis Bay,11.76353729,1.800676496,-0.395859388,4.197843185
Jervis Bay,11.85442667,1.788932956,-0.404439232,4.181337871
Jervis Bay,11.94531606,1.777189415,-0.413019077,4.164832558
Jervis Bay,12.03620544,1.765445875,-0.42020172,4.148327245
Jervis Bay,12.12709482,1.753702334,-0.427135996,4.131821932
Jervis Bay,12.21798421,1.741958793,-0.434070272,4.115316619
Jervis Bay,12.30887359,1.730215253,-0.441004548,4.098811305
Jervis Bay,12.39976298,1.718471712,-0.447938824,4.082305992
Jervis Bay,12.49065236,1.706728172,-0.4548731,4.065800679
Jervis Bay,12.58154174,1.694984631,-0.461807375,4.049295366
Jervis Bay,12.67243113,1.683241091,-0.468741651,4.032790053
Jervis Bay,12.76332051,1.67149755,-0.475675927,4.016284739
Jervis Bay,12.85420989,1.65975401,-0.482610203,3.999779426
Jervis Bay,12.94509928,1.648010469,-0.489544479,3.983274113
Jervis Bay,13.03598866,1.636266929,-0.496478755,3.968353904
Jervis Bay,13.12687805,1.624523388,-0.503413031,3.958161067
Jervis Bay,13.21776743,1.612779847,-0.510347307,3.94796823
Jervis Bay,13.30865681,1.601036307,-0.518295187,3.937775394
Jervis Bay,13.3995462,1.589292766,-0.5267502,3.927582557
Jervis Bay,13.49043558,1.577549226,-0.535205213,3.914277987
Jervis Bay,13.58132496,1.565805685,-0.543660226,3.898992441
Jervis Bay,13.67221435,1.554062145,-0.552115239,3.883254892
Jervis Bay,13.76310373,1.542318604,-0.560570252,3.865440866
Jervis Bay,13.85399312,1.530575064,-0.569025265,3.847626841
Jervis Bay,13.9448825,1.518831523,-0.577401749,3.829812815
Jervis Bay,14.03577188,1.507087983,-0.585758575,3.81199879
Jervis Bay,14.12666127,1.495344442,-0.5941154,3.794184764
Jervis Bay,14.21755065,1.483600901,-0.602472226,3.776370739
Jervis Bay,14.30844003,1.471857361,-0.610829052,3.758556713
Jervis Bay,14.39932942,1.46011382,-0.619185878,3.740742687
Jervis Bay,14.4902188,1.44837028,-0.627542703,3.722841755
Jervis Bay,14.58110818,1.436626739,-0.632538717,3.708236855
Jervis Bay,14.67199757,1.424883199,-0.640670708,3.693909653
Jervis Bay,14.76288695,1.413139658,-0.650145216,3.67958245
Jervis Bay,14.85377634,1.401396118,-0.659619724,3.665255248
Jervis Bay,14.94466572,1.389652577,-0.669094233,3.646468651
Jervis Bay,15.0355551,1.377909037,-0.678249872,3.627290856
Jervis Bay,15.12644449,1.366165496,-0.686264585,3.608113061
Jervis Bay,15.21733387,1.354421955,-0.695157885,3.588935266
Jervis Bay,15.30822325,1.342678415,-0.703680732,3.569757471
Jervis Bay,15.39911264,1.330934874,-0.712157685,3.550579676
Jervis Bay,15.49000202,1.319191334,-0.720634638,3.531401881
Jervis Bay,15.58089141,1.307447793,-0.729111591,3.512224086
Jervis Bay,15.67178079,1.295704253,-0.737494401,3.49388185
Jervis Bay,15.76267017,1.283960712,-0.745018341,3.479820021
Jervis Bay,15.85355956,1.272217172,-0.748817997,3.465758193
Jervis Bay,15.94444894,1.260473631,-0.752617653,3.451696364
Jervis Bay,16.03533832,1.248730091,-0.756417308,3.437634535
Jervis Bay,16.12622771,1.23698655,-0.760216964,3.423572706
Jervis Bay,16.21711709,1.22524301,-0.765934525,3.409510878
Jervis Bay,16.30800648,1.213499469,-0.776684769,3.395449049
Jervis Bay,16.39889586,1.201755928,-0.787435012,3.38138722
Jervis Bay,16.48978524,1.190012388,-0.798185256,3.367325391
Jervis Bay,16.58067463,1.178268847,-0.808935499,3.353262573
Jervis Bay,16.67156401,1.166525307,-0.819685743,3.339174276
Jervis Bay,16.76245339,1.154781766,-0.830435986,3.325085979
Jervis Bay,16.85334278,1.143038226,-0.84118623,3.310997681
Jervis Bay,16.94423216,1.131294685,-0.851936473,3.296909384
Jervis Bay,17.03512155,1.119551145,-0.862686717,3.282821086
Jervis Bay,17.12601093,1.107807604,-0.872628887,3.268732789
Jervis Bay,17.21690031,1.096064064,-0.881138552,3.254644492
Jervis Bay,17.3077897,1.084320523,-0.889648216,3.240556194
Jervis Bay,17.39867908,1.072576982,-0.89815788,3.226467897
Jervis Bay,17.48956846,1.060833442,-0.906667545,3.212379599
Jervis Bay,17.58045785,1.049089901,-0.915177209,3.198291302
Jervis Bay,17.67134723,1.037346361,-0.923686874,3.184203004
Jervis Bay,17.76223662,1.02560282,-0.932196538,3.172559144
Jervis Bay,17.853126,1.01385928,-0.940706203,3.16431485
Jervis Bay,17.94401538,1.002115739,-0.950179089,3.156070556
Jervis Bay,18.03490477,0.990372199,-0.963003712,3.147826262
Jervis Bay,18.12579415,0.978628658,-0.975773819,3.136113982
Jervis Bay,18.21668353,0.966885118,-0.988527818,3.121035527
Jervis Bay,18.30757292,0.955141577,-1.001281817,3.105957072
Jervis Bay,18.3984623,0.943398036,-1.014035816,3.090778177
Jervis Bay,18.48935168,0.931654496,-1.022235697,3.075546344
Jervis Bay,18.58024107,0.919910955,-1.030342245,3.060314511
Jervis Bay,18.67113045,0.908167415,-1.038410375,3.045082679
Jervis Bay,18.76201984,0.896423874,-1.046410594,3.029850846
Jervis Bay,18.85290922,0.884680334,-1.054410813,3.014619013
Jervis Bay,18.9437986,0.872936793,-1.062411033,2.99938718
Jervis Bay,19.03468799,0.861193253,-1.072480983,2.984155347
Jervis Bay,19.12557737,0.849449712,-1.08305161,2.968923514
Jervis Bay,19.21646675,0.837706172,-1.093622238,2.956996602
Jervis Bay,19.30735614,0.825962631,-1.104192865,2.945718918
Jervis Bay,19.39824552,0.81421909,-1.114763492,2.934441233
Jervis Bay,19.48913491,0.80247555,-1.125334119,2.923163549
Jervis Bay,19.58002429,0.790732009,-1.135904746,2.908380172
Jervis Bay,19.67091367,0.778988469,-1.145992883,2.889871039
Jervis Bay,19.76180306,0.767244928,-1.154665968,2.873663912
Jervis Bay,19.85269244,0.755501388,-1.163339052,2.854748124
Jervis Bay,19.94358182,0.743757847,-1.172012136,2.835832335
Jervis Bay,20.03447121,0.732014307,-1.18438212,2.818712261
Jervis Bay,20.12536059,0.720270766,-1.196967269,2.80474394
Jervis Bay,20.21624998,0.708527226,-1.209552419,2.790775619
Jervis Bay,20.30713936,0.696783685,-1.220865484,2.776728583
Jervis Bay,20.39802874,0.685040144,-1.231536421,2.762666754
Jervis Bay,20.48891813,0.673296604,-1.242207358,2.748604926
Jervis Bay,20.57980751,0.661553063,-1.252829441,2.734543097
