location,summer_temp_max,predicted_change,lower_bound,upper_bound
Jurien,21.5357666015625,10.147969284346829,5.560759345771028,15.631494871820513
Jurien,21.538470402852194,10.12075929737486,5.547696395338393,15.583313215573073
Jurien,21.541174204141885,10.093549310402892,5.534633444905787,15.545724378382124
Jurien,21.54387800543158,10.066339323430896,5.521570494473153,15.508916706176668
Jurien,21.54658180672127,10.039129336458956,5.508507544040547,15.464776963107411
Jurien,21.549285608010965,10.01191934948696,5.495444593607926,15.420637220038158
Jurien,21.551989409300656,9.98470936251502,5.48238164317532,15.376497476968902
Jurien,21.55469321059035,9.957499375543025,5.469318692742686,15.332357733899649
Jurien,21.557397011880045,9.930289388571026,5.455626549564899,15.288217990830336
Jurien,21.560100813169736,9.903079401599086,5.439150009508779,15.244078247761085
Jurien,21.56280461445943,9.87586941462709,5.42496096577368,15.199938504691826
Jurien,21.56550841574912,9.84865942765515,5.4130351405002735,15.155798761622574
Jurien,21.568212217038816,9.821449440683152,5.401109315226838,15.111659018553317
Jurien,21.57091601832851,9.794239453711157,5.381267524687018,15.067519275484006
Jurien,21.5736198196182,9.767029466739215,5.366211562830207,15.023379532414808
Jurien,21.576323620907896,9.73981947976722,5.356011625151016,14.97905316271729
Jurien,21.579027422197587,9.712609492795252,5.345811687471826,14.93471381736646
Jurien,21.58173122348728,9.685399505823284,5.335611749792635,14.890374472015516
Jurien,21.584435024776973,9.658189518851316,5.3252323629691,14.846035126664685
Jurien,21.587138826066667,9.63097953187932,5.312180413451236,14.80169578131374
Jurien,21.58984262735636,9.603769544907353,5.299128463933385,14.757356435962796
Jurien,21.59254642864605,9.576559557935385,5.286076514415535,14.713017090611965
Jurien,21.595250229935747,9.549349570963386,5.273024564897684,14.668677745261022
Jurien,21.59795403122544,9.522139583991446,5.259972615379847,14.624338399910188
Jurien,21.60065783251513,9.49492959701945,5.246920665861983,14.579999054559243
Jurien,21.603361633804827,9.467719610047451,5.233765513352698,14.535659709208357
Jurien,21.60606543509452,9.440509623075512,5.220378798951629,14.491320363857469
Jurien,21.60876923638421,9.413299636103517,5.206992084550531,14.446981018506582
Jurien,21.611473037673903,9.386089649131575,5.193605370149461,14.402641673155694
Jurien,21.6141768389636,9.35887966215958,5.176826577038499,14.358302327804806
Jurien,21.61688064025329,9.33166967518764,5.156851456536421,14.31396298245392
Jurien,21.619584441542983,9.304459688215644,5.136876336034315,14.269623637102974
Jurien,21.62228824283268,9.277249701243647,5.117177239519067,14.225284291752086
Jurien,21.62499204412237,9.250039714271708,5.097556490156841,14.1809449464012
Jurien,21.627695845412063,9.222829727299713,5.077935740794588,14.136605601050311
Jurien,21.63039964670176,9.195619740327745,5.058314991432362,14.092266255699425
Jurien,21.63310344799145,9.168409753355776,5.038694242070108,14.047926910348536
Jurien,21.635807249281143,9.141199766383778,5.019073492707827,14.003486964545582
Jurien,21.63851105057084,9.11398977941181,5.005229109344497,13.958989784478549
Jurien,21.64121485186053,9.086779792439842,4.994415558204528,13.9144926044114
Jurien,21.64391865315022,9.059569805467872,4.975397263876824,13.869995424344363
Jurien,21.64662245443992,9.032359818495877,4.954222416241047,13.825498244277217
Jurien,21.649326255729605,9.005149831523937,4.933047568605297,13.781001064210123
Jurien,21.6520300570193,8.97793984455194,4.911872720969548,13.737156446363583
Jurien,21.654733858309,8.950729857579944,4.890697873333771,13.693416357799345
Jurien,21.657437659598685,8.923519870608004,4.869523025698022,13.649676269235211
Jurien,21.66014146088838,8.896309883636007,4.8483481780622455,13.605936180670971
Jurien,21.66284526217807,8.869099896664068,4.827173330426497,13.562196092106843
Jurien,21.665549063467765,8.841889909692071,4.805998482790719,13.522120806928925
Jurien,21.66825286475746,8.814679922720075,4.78482363515497,13.486529076282824
Jurien,21.67095666604715,8.787469935748135,4.763648787519221,13.45093734563673
Jurien,21.673660467336845,8.760259948776138,4.742497618508457,13.401703994998536
Jurien,21.676364268626536,8.733049961804198,4.7254637682557625,13.351925113918258
Jurien,21.67906806991623,8.705839974832202,4.708786066996732,13.302146232837863
Jurien,21.68177187120592,8.678629987860234,4.69210836573773,13.257494500349516
Jurien,21.684475672495616,8.651420000888265,4.6754306644787,13.214127757849388
Jurien,21.68717947378531,8.624210013916269,4.6587529632196425,13.170761015349262
Jurien,21.689883275075,8.5970000269443,4.64207526196064,13.127394272849138
Jurien,21.692587076364696,8.569790039972332,4.625397560701609,13.08402753034901
Jurien,21.695290877654383,8.542580053000364,4.60871985944258,13.044018023743794
Jurien,21.69799467894408,8.515370066028368,4.592094021719024,13.010135355098363
Jurien,21.70069848023377,8.4881600790564,4.575550174668918,12.976048869453509
Jurien,21.703402281523463,8.460950092084431,4.559008404607069,12.941950689460338
Jurien,21.70610608281316,8.433740105112435,4.542466634545219,12.907852509467112
Jurien,21.70880988410285,8.406530118140495,4.525924864483397,12.873754329473886
Jurien,21.711513685392543,8.379320131168498,4.509383094421519,12.83965614948066
Jurien,21.71421748668224,8.352110144196558,4.492841324359697,12.805557969487488
Jurien,21.71692128797193,8.324900157224562,4.476299554297847,12.771459789494203
Jurien,21.719625089261623,8.297690170252565,4.459757784235997,12.737361609500978
Jurien,21.72232889055132,8.270480183280625,4.443216014174147,12.703263429507809
Jurien,21.72503269184101,8.243270196308629,4.426674244112297,12.6610325511036
Jurien,21.727736493130703,8.216060209336689,4.410145188541827,12.617443473081794
Jurien,21.7304402944204,8.188850222364692,4.393619292560185,12.573854395059987
Jurien,21.73314409571009,8.161640235392696,4.378872340778404,12.530265317038126
